day,month,year,max_temp,min_temp,mean_temp,day_duration,sun_duration,precip_sum,precip_hours,wind_speed,wind_direction,radiation,eva,weather,sea_ice_extent
28,5,1989,-2.3,-3.5,-2.8,86400,83007.02,0.0,0,4.2,227,26.2,1.9,71,12.807
29,5,1989,-2.3,-4.4,-3.6,86400,56804.04,0.0,0,4.0,146,23.16,1.65,71,12.823
30,5,1989,-1.9,-3.2,-2.6,86400,55597.06,1.2,6,1.8,193,22.98,1.75,73,12.766
31,5,1989,0.6000000000000001,-1.5,0.3,86400,11962.66,0.2,2,2.1,49,16.26,1.49,71,12.794
1,6,1989,0.5,-0.9,0.1,86400,28547.9,0.0,0,2.1,190,19.38,1.7000000000000002,71,12.729
2,6,1989,0.6000000000000001,-0.8,0.2,86400,26147.17,0.5,5,2.8,299,18.8,1.6800000000000002,71,12.687
3,6,1989,0.4,-0.7000000000000001,-0.1,86400,71461.69,0.7000000000000001,4,1.3,249,25.99,2.18,71,12.643
4,6,1989,0.0,-1.8,-1.1,86400,83088.74,0.0,0,2.9,275,29.2,2.31,71,12.638
5,6,1989,0.2,-0.1,0.1,86400,75853.91,0.4,3,2.5,257,26.18,2.19,71,12.641
6,6,1989,0.5,-0.6000000000000001,0.0,86400,21290.57,6.5,19,5.1,249,18.75,1.61,73,12.601
7,6,1989,0.6000000000000001,0.3,0.4,86400,46998.85,0.9,6,1.8,90,21.53,1.92,71,12.561
8,6,1989,0.4,0.2,0.3,86400,25506.66,2.4,16,3.0,255,21.42,1.87,73,12.541
9,6,1989,0.5,0.1,0.4,86400,83037.4,0.0,0,5.8,264,28.28,2.25,71,12.506
10,6,1989,0.2,-0.1,0.1,86400,83025.5,0.0,0,2.4,60,29.78,2.43,3,12.452
11,6,1989,0.4,0.1,0.3,86400,54859.42,2.2,10,2.8,145,23.47,2.01,73,12.422
12,6,1989,1.0,0.4,0.7000000000000001,86400,26302.78,1.9,9,1.9,197,19.93,1.8,73,12.455
13,6,1989,0.9,0.5,0.7000000000000001,86400,70025.95,0.0,0,2.1,27,23.27,2.04,3,12.414
14,6,1989,0.6000000000000001,0.1,0.3,86400,72449.38,0.0,0,1.6,318,25.82,2.24,3,12.341
15,6,1989,0.7000000000000001,0.4,0.6000000000000001,86400,60144.79,0.0,0,1.0,272,23.77,2.12,71,12.336
16,6,1989,0.6000000000000001,0.3,0.4,86400,56940.05,0.8,5,8.7,237,24.14,2.04,73,12.308
17,6,1989,0.8,0.4,0.5,86400,82934.08,0.0,0,3.2,200,29.52,2.48,71,12.235
18,6,1989,0.7000000000000001,0.3,0.5,86400,64574.15,1.8,10,3.0,239,25.59,2.19,73,12.233
19,6,1989,0.6000000000000001,0.3,0.5,86400,82907.22,0.6,4,2.6,291,29.87,2.51,71,12.171
20,6,1989,0.6000000000000001,0.4,0.5,86400,82893.98,0.0,0,1.5,273,30.01,2.5700000000000003,3,12.118
21,6,1989,0.7000000000000001,0.3,0.5,86400,71131.28,0.3,3,2.6,238,25.67,2.19,71,12.066
22,6,1989,0.5,0.0,0.3,86400,9651.32,4.9,17,6.0,231,19.05,1.63,73,11.966
23,6,1989,0.9,0.4,0.6000000000000001,86400,82855.79,0.0,0,1.5,179,29.69,2.53,3,11.957
24,6,1989,1.0,0.8,0.9,86400,81711.24,0.0,0,1.5,123,27.04,2.37,3,11.927
25,6,1989,0.9,0.5,0.7000000000000001,86400,41069.82,0.7000000000000001,4,2.6,223,20.3,1.84,71,11.892
26,6,1989,1.0,0.5,0.8,86400,50994.3,0.0,0,3.3,81,22.47,1.98,3,11.804
27,6,1989,1.1,0.9,1.0,86400,65112.82,0.0,0,1.6,73,24.27,2.19,3,11.749
28,6,1989,1.1,0.7000000000000001,0.9,86400,85548.79,0.0,0,1.8,168,27.59,2.41,3,11.692
29,6,1989,0.9,0.7000000000000001,0.8,86400,83497.35,0.0,0,2.5,79,26.43,2.26,3,11.635
30,6,1989,1.0,0.2,0.7000000000000001,86400,77259.88,0.0,0,3.3,51,25.3,2.21,3,11.616
1,7,1989,0.9,0.5,0.7000000000000001,86400,65790.62,0.0,0,2.5,96,23.18,2.04,71,11.34
2,7,1989,0.8,0.3,0.6000000000000001,86400,0.0,5.2,17,5.4,247,14.01,1.34,73,11.277
3,7,1989,1.2,0.6000000000000001,1.0,86400,30125.25,0.0,0,1.9,336,20.01,1.84,3,11.128
4,7,1989,1.3,1.0,1.2,86400,86017.54,0.0,0,1.1,162,26.92,2.41,3,11.164
5,7,1989,1.0,0.6000000000000001,0.8,86400,57880.39,0.2,2,2.4,208,22.77,2.01,71,11.068
6,7,1989,1.1,0.4,0.9,86400,10815.57,2.6,6,2.1,195,17.12,1.58,73,11.002
7,7,1989,0.9,0.5,0.7000000000000001,86400,7845.23,3.3,19,1.8,272,17.18,1.59,73,10.914
8,7,1989,1.2,0.8,1.0,86400,34419.8,0.0,0,3.3,200,19.5,1.73,3,10.86
9,7,1989,1.4,1.0,1.2,86400,85411.16,0.0,0,2.6,53,25.25,2.2,3,10.861
10,7,1989,1.4,0.8,1.0,86400,26576.63,0.0,0,2.6,60,18.62,1.72,3,10.711
11,7,1989,1.2,0.9,1.1,86400,47065.91,0.0,0,3.7,143,18.21,1.62,3,10.633
12,7,1989,1.2,-0.1,0.5,86400,23630.5,0.0,0,2.8,111,16.68,1.51,3,10.597
13,7,1989,1.4,0.9,1.2,86400,16618.25,0.0,0,4.9,252,17.22,1.54,3,10.514
14,7,1989,1.4,1.0,1.2,86400,30393.39,0.0,0,2.1,180,17.64,1.64,3,10.3
15,7,1989,1.2,0.4,0.9,86400,67404.7,0.0,0,3.2,130,20.87,1.82,3,10.199
16,7,1989,0.8,0.5,0.6000000000000001,86400,0.0,3.5,11,1.5,282,11.89,1.18,73,10.165
17,7,1989,1.9,0.6000000000000001,0.9,86400,0.0,0.7000000000000001,4,1.5,10,9.07,0.98,51,10.104
18,7,1989,2.3,0.9,1.9,86400,48205.27,0.3,2,1.5,125,18.12,1.7000000000000002,51,9.99
19,7,1989,1.5,0.6000000000000001,0.9,86400,8830.59,0.0,0,2.1,127,15.21,1.41,3,9.837
20,7,1989,0.9,0.5,0.7000000000000001,86400,3432.82,0.0,0,2.3,218,13.67,1.28,71,9.662
21,7,1989,0.9,0.3,0.7000000000000001,86400,20942.93,0.9,4,3.9,286,14.68,1.3,73,9.627
22,7,1989,0.9,0.1,0.5,86400,61449.44,0.7000000000000001,3,12.0,258,18.49,1.51,73,9.607
23,7,1989,0.2,-0.2,0.1,86400,73291.27,0.0,0,4.0,171,20.01,1.66,3,9.497
24,7,1989,0.8,0.0,0.2,86400,51029.5,0.0,0,5.1,132,17.77,1.51,3,9.419
25,7,1989,0.9,0.6000000000000001,0.8,86400,26499.43,0.0,0,3.8,26,14.87,1.28,3,9.338
26,7,1989,0.9,0.6000000000000001,0.7000000000000001,86400,9205.97,0.0,0,2.2,119,13.04,1.21,3,9.304
27,7,1989,0.9,0.6000000000000001,0.7000000000000001,86400,12797.16,0.0,0,2.5,15,15.49,1.36,3,9.13
28,7,1989,0.8,0.5,0.7000000000000001,86400,3836.27,0.0,0,2.6,137,13.67,1.21,3,9.099
29,7,1989,0.9,0.6000000000000001,0.8,86400,45605.73,0.0,0,1.1,66,15.3,1.37,3,8.953
30,7,1989,0.9,0.4,0.7000000000000001,86400,4374.28,0.0,0,1.1,84,12.76,1.18,3,8.861
31,7,1989,0.9,0.6000000000000001,0.6000000000000001,86400,0.0,3.3,11,0.8,334,7.65,0.8300000000000001,73,8.86
1,8,1989,0.9,0.4,0.6000000000000001,86400,1600.45,0.1,1,3.2,289,10.4,0.97,71,8.83
2,8,1989,0.9,0.6000000000000001,0.7000000000000001,86400,1543.88,0.0,0,2.3,209,11.4,1.04,3,8.765
3,8,1989,0.8,0.3,0.5,86400,0.0,0.0,0,3.1,199,8.06,0.8,3,8.69
4,8,1989,0.5,0.3,0.4,86400,4029.08,0.0,0,3.6,59,10.83,0.95,3,8.548
5,8,1989,0.7000000000000001,0.4,0.6000000000000001,86400,12516.59,0.0,0,2.0,47,11.4,1.03,3,8.474
6,8,1989,0.6000000000000001,0.3,0.5,86400,10661.42,0.8,3,3.2,124,11.17,1.0,73,8.417
7,8,1989,0.8,0.2,0.5,86400,33311.42,4.9,9,2.4,340,12.25,1.04,73,8.319
8,8,1989,0.8,0.4,0.6000000000000001,86400,29037.09,0.0,0,1.4,1,13.1,1.11,3,8.295
9,8,1989,0.6000000000000001,0.3,0.5,86400,7060.11,0.0,0,1.3,148,10.61,0.95,3,8.237
10,8,1989,0.6000000000000001,0.3,0.5,86400,0.0,0.0,0,0.8,86,9.27,0.87,3,8.195
11,8,1989,0.6000000000000001,0.4,0.5,86400,7799.1,0.0,0,2.2,143,10.38,0.91,3,8.113
12,8,1989,0.6000000000000001,0.2,0.4,86400,0.0,5.2,15,2.7,219,5.43,0.62,73,8.048
13,8,1989,0.7000000000000001,0.5,0.6000000000000001,86400,0.0,2.8,17,1.8,206,6.33,0.67,51,8.02
14,8,1989,0.6000000000000001,0.3,0.5,86400,1027.8,0.0,0,4.4,215,7.31,0.67,71,7.93
15,8,1989,0.5,0.0,0.3,86400,0.0,0.4,3,3.6,112,6.94,0.67,51,7.887
16,8,1989,0.4,0.1,0.3,86400,0.0,0.5,3,2.0,46,7.15,0.68,71,7.906
17,8,1989,0.6000000000000001,0.2,0.4,86400,1691.59,5.3,6,5.8,257,7.71,0.68,75,7.844
18,8,1989,0.3,0.2,0.3,86400,13226.13,0.0,0,2.4,295,9.02,0.74,71,7.783
19,8,1989,0.3,-0.3,0.0,86400,2932.88,1.4,5,3.4,176,8.91,0.72,73,7.605
20,8,1989,0.1,-0.3,-0.0,86400,28030.13,0.0,0,4.0,236,9.36,0.72,71,7.527
21,8,1989,0.2,-0.5,-0.1,86400,12564.37,5.3,14,10.0,252,8.06,0.61,73,7.469
22,8,1989,0.0,-0.9,-0.3,86400,54942.78,0.1,1,2.6,320,9.98,0.7000000000000001,71,7.407
23,8,1989,0.2,-1.0,-0.4,86400,19287.38,0.8,5,4.3,236,8.17,0.61,71,7.443
24,8,1989,0.2,-1.3,-0.8,86400,6993.91,1.0,7,3.1,259,8.45,0.59,71,7.457
25,8,1989,-0.8,-1.0,-0.9,86400,0.0,0.0,0,1.6,118,6.98,0.54,71,7.459
26,8,1989,-0.9,-2.3,-1.7000000000000002,86400,1980.19,3.6,13,2.3,349,6.68,0.5,73,7.475
27,8,1989,-0.2,-1.1,-0.8,86400,0.0,0.1,1,3.5,278,5.8100000000000005,0.47,71,7.354
28,8,1989,-0.2,-1.4,-0.7000000000000001,86400,0.0,1.4,6,5.6,288,4.8,0.43,73,7.351
29,8,1989,-0.6000000000000001,-2.4,-1.6,86400,3504.42,0.7000000000000001,3,2.2,95,5.88,0.43,73,7.182
30,8,1989,-0.2,-2.4,-1.7000000000000002,86400,0.0,0.9,3,3.4,68,5.5,0.4,71,7.157
31,8,1989,-2.0,-4.1,-3.2,86400,0.0,0.0,0,2.4,88,5.34,0.36,3,7.148
1,9,1989,-3.2,-3.6,-3.4,86400,0.0,0.2,2,1.4,262,5.41,0.34,71,7.088
2,9,1989,-2.5,-3.3,-2.9,86400,0.0,0.7000000000000001,4,1.6,28,4.79,0.32,71,7.075
3,9,1989,-1.6,-2.5,-1.9,86400,0.0,0.6,4,1.5,347,4.18,0.31,71,7.082
4,9,1989,-0.9,-1.7000000000000002,-1.3,86400,0.0,3.2,10,6.9,276,3.54,0.29,73,7.003
5,9,1989,-1.8,-3.2,-2.3,86400,732.41,1.4,7,7.0,220,4.16,0.27,71,6.998
6,9,1989,-3.7,-5.2,-4.7,86400,6059.17,1.0,4,4.5,38,4.41,0.22,73,6.991
7,9,1989,-4.2,-5.9,-5.0,86400,10596.44,0.1,1,6.6,310,4.35,0.18,71,6.959
8,9,1989,-5.0,-6.6,-5.6,86400,5833.64,0.0,0,3.9,194,4.19,0.15,3,6.98
9,9,1989,-6.2,-7.6,-7.0,86400,7630.48,0.0,0,1.5,353,3.93,0.12,71,6.95
10,9,1989,-2.2,-7.2,-4.3,86400,0.0,8.2,23,1.5,281,2.56,0.15,73,6.907
11,9,1989,-2.2,-3.1,-2.4,86400,0.0,0.1,1,1.6,9,2.67,0.12,71,6.903
12,9,1989,-3.2,-7.1,-5.9,86400,1589.77,0.0,0,2.6,109,2.77,0.09,3,6.922
13,9,1989,-6.4,-9.9,-8.3,86400,10839.95,0.0,0,1.6,7,2.61,0.04,3,6.908
14,9,1989,-1.9,-6.8,-4.4,86400,0.0,1.3,8,1.1,16,1.99,0.06,71,6.907
15,9,1989,-2.0,-2.8,-2.4,86400,0.0,0.1,1,1.3,127,1.41,0.09,71,6.894
16,9,1989,-2.0,-4.1,-2.8,86400,0.0,0.0,0,1.6,94,1.26,0.06,3,6.968
17,9,1989,-4.3,-7.8,-6.5,86400,0.0,0.0,0,1.5,134,1.2,0.02,3,6.95
18,9,1989,-4.8,-7.5,-6.4,86400,0.0,2.4,10,2.2,159,0.95,0.02,73,6.964
19,9,1989,-3.6,-6.2,-4.8,86400,0.0,2.1,9,3.6,29,0.72,0.02,73,6.976
20,9,1989,-6.3,-7.1,-6.7,86400,0.0,4.7,22,3.3,23,0.48,0.04,73,6.901
21,9,1989,-7.2,-9.6,-8.7,86400,0.0,0.5,3,1.8,6,0.35,0.0,71,6.918
22,9,1989,-9.1,-10.6,-9.4,86400,0.0,0.0,0,1.5,54,0.14,0.0,71,6.888
23,9,1989,-10.9,-12.3,-11.6,86400,0.0,0.0,0,2.5,7,0.0,0.01,3,6.917
24,9,1989,-11.9,-13.4,-12.3,86400,0.0,0.0,0,1.8,360,0.0,0.0,3,6.979
25,9,1989,-12.5,-14.9,-14.2,0,0.0,0.0,0,3.7,83,0.0,0.0,3,7.053
26,9,1989,-6.9,-12.2,-10.0,0,0.0,0.7000000000000001,3,3.2,142,0.0,0.0,73,7.197
27,9,1989,-4.4,-6.4,-5.3,0,0.0,15.4,16,16.6,247,0.0,0.0,75,7.229
28,9,1989,-3.0,-5.8,-4.2,0,0.0,0.1,1,3.8,131,0.0,0.0,71,7.267
29,9,1989,-4.9,-8.4,-6.2,0,0.0,0.2,2,3.1,288,0.0,0.0,71,7.213
30,9,1989,-3.9,-8.1,-5.9,0,0.0,4.8,22,3.7,226,0.0,0.0,73,7.263
1,10,1989,-3.8,-4.2,-4.0,0,0.0,1.0,7,4.3,282,0.0,0.0,71,7.453
2,10,1989,-4.2,-7.1,-6.2,0,0.0,0.0,0,4.1,15,0.0,0.0,3,7.493
3,10,1989,-6.2,-9.2,-8.1,0,0.0,0.0,0,3.6,103,0.0,0.0,3,7.588
4,10,1989,-9.2,-10.2,-9.7,0,0.0,0.0,0,2.3,66,0.0,0.0,3,7.684
5,10,1989,-10.2,-11.6,-10.6,0,0.0,0.0,0,2.5,86,0.0,0.0,3,7.687
6,10,1989,-11.6,-13.9,-12.9,0,0.0,0.0,0,2.5,101,0.0,0.0,3,7.776
7,10,1989,-13.8,-14.2,-14.0,0,0.0,0.0,0,1.6,73,0.0,0.0,3,7.917
8,10,1989,-14.0,-15.4,-14.8,0,0.0,0.0,0,1.3,304,0.0,0.0,3,8.011
9,10,1989,-12.9,-15.4,-14.8,0,0.0,0.0,0,0.8,38,0.0,0.0,3,8.077
10,10,1989,-9.9,-12.8,-11.5,0,0.0,2.2,11,4.9,246,0.0,0.0,73,8.145
11,10,1989,-9.8,-15.6,-12.4,0,0.0,0.5,5,10.5,226,0.0,0.0,71,8.263
12,10,1989,-15.7,-16.9,-16.3,0,0.0,0.0,0,2.0,67,0.0,0.0,3,8.448
13,10,1989,-9.1,-15.6,-12.2,0,0.0,1.7000000000000002,9,2.6,217,0.0,0.0,73,8.6
14,10,1989,-12.4,-16.0,-13.7,0,0.0,0.0,0,7.4,257,0.0,0.0,71,8.591
15,10,1989,-12.8,-15.1,-14.3,0,0.0,0.0,0,1.4,306,0.0,0.0,71,8.664
16,10,1989,-15.1,-16.9,-16.0,0,0.0,0.0,0,2.4,110,0.0,0.0,3,8.791
17,10,1989,-16.9,-20.6,-18.8,0,0.0,0.0,0,1.3,123,0.0,0.0,3,8.897
18,10,1989,-20.5,-20.9,-20.7,0,0.0,0.0,0,1.1,142,0.0,0.0,3,9.098
19,10,1989,-20.9,-23.3,-22.4,0,0.0,0.0,0,1.5,85,0.0,0.0,3,9.255
20,10,1989,-21.4,-22.5,-22.0,0,0.0,0.0,0,1.3,125,0.0,0.0,3,9.331
21,10,1989,-15.6,-21.6,-19.6,0,0.0,0.2,2,5.6,171,0.0,0.0,71,9.424
22,10,1989,-15.4,-17.8,-16.2,0,0.0,0.0,0,3.7,165,0.0,0.0,71,9.524
23,10,1989,-17.9,-20.4,-19.3,0,0.0,0.0,0,2.3,129,0.0,0.0,3,9.622
24,10,1989,-20.5,-23.4,-21.9,0,0.0,0.0,0,2.3,41,0.0,0.0,3,9.688
25,10,1989,-23.1,-24.3,-23.7,0,0.0,0.0,0,2.3,24,0.0,0.0,3,9.735
26,10,1989,-21.0,-23.5,-21.9,0,0.0,0.0,0,1.6,309,0.0,0.0,71,9.844
27,10,1989,-21.8,-26.0,-23.8,0,0.0,0.0,0,1.8,5,0.0,0.0,3,9.925
28,10,1989,-24.0,-26.5,-25.4,0,0.0,0.0,0,2.2,95,0.0,0.0,3,9.965
29,10,1989,-19.6,-23.6,-21.0,0,0.0,0.1,1,1.1,228,0.0,0.0,71,10.042
30,10,1989,-20.5,-23.4,-22.0,0,0.0,0.0,0,1.0,61,0.0,0.0,3,10.086
31,10,1989,-17.4,-20.2,-18.2,0,0.0,0.0,0,0.8,115,0.0,0.0,71,10.072
1,11,1989,-17.6,-18.4,-18.0,0,0.0,0.0,0,1.5,222,0.0,0.0,3,10.213
2,11,1989,-16.2,-18.2,-17.5,0,0.0,0.0,0,3.2,229,0.0,0.0,71,10.294
3,11,1989,-16.0,-22.0,-20.0,0,0.0,0.0,0,2.6,321,0.0,0.0,3,10.302
4,11,1989,-21.5,-22.2,-21.8,0,0.0,0.0,0,1.3,110,0.0,0.0,71,10.348
5,11,1989,-18.6,-23.5,-20.3,0,0.0,2.0,10,4.1,137,0.0,0.0,73,10.395
6,11,1989,-20.2,-25.9,-23.7,0,0.0,1.2,7,3.6,96,0.0,0.0,73,10.419
7,11,1989,-16.9,-24.4,-19.6,0,0.0,6.5,19,3.0,209,0.0,0.0,73,10.412
8,11,1989,-25.0,-29.1,-27.1,0,0.0,0.0,0,2.4,281,0.0,0.0,3,10.461
9,11,1989,-24.1,-29.4,-27.7,0,0.0,0.0,0,3.8,227,0.0,0.0,3,10.593
10,11,1989,-21.6,-25.5,-23.8,0,0.0,0.0,0,4.3,302,0.0,0.0,71,10.696
11,11,1989,-25.5,-27.5,-26.5,0,0.0,0.0,0,0.8,335,0.0,0.0,3,10.697
12,11,1989,-26.4,-28.0,-27.6,0,0.0,0.0,0,1.3,54,0.0,0.0,3,10.667
13,11,1989,-28.0,-30.5,-29.3,0,0.0,0.0,0,1.3,48,0.0,0.0,3,10.713
14,11,1989,-26.1,-30.5,-28.6,0,0.0,0.0,0,1.9,49,0.0,0.0,3,10.794
15,11,1989,-25.9,-28.5,-27.7,0,0.0,0.0,0,1.1,25,0.0,0.0,3,10.903
16,11,1989,-26.6,-28.3,-27.4,0,0.0,0.0,0,1.5,43,0.0,0.0,3,10.842
17,11,1989,-27.0,-28.0,-27.5,0,0.0,0.0,0,1.5,58,0.0,0.0,3,10.972
18,11,1989,-27.5,-29.8,-28.4,0,0.0,0.0,0,1.0,100,0.0,0.0,3,11.049
19,11,1989,-29.9,-31.0,-30.6,0,0.0,0.0,0,1.6,61,0.0,0.0,3,11.123
20,11,1989,-28.9,-30.8,-30.0,0,0.0,0.0,0,1.6,42,0.0,0.0,3,11.262
21,11,1989,-26.2,-28.8,-27.2,0,0.0,0.0,0,1.3,22,0.0,0.0,3,11.469
22,11,1989,-26.2,-30.0,-28.1,0,0.0,0.0,0,1.1,354,0.0,0.0,3,11.577
23,11,1989,-27.2,-31.0,-29.5,0,0.0,0.0,0,2.3,253,0.0,0.0,3,11.737
24,11,1989,-25.0,-27.5,-26.4,0,0.0,0.0,0,2.6,192,0.0,0.0,71,11.919
25,11,1989,-24.5,-27.0,-25.4,0,0.0,0.0,0,1.8,63,0.0,0.0,71,12.037
26,11,1989,-27.0,-30.0,-28.5,0,0.0,0.0,0,1.9,73,0.0,0.0,3,12.117
27,11,1989,-25.2,-29.6,-28.4,0,0.0,0.3,3,1.1,65,0.0,0.0,71,12.196
28,11,1989,-23.0,-31.7,-25.5,0,0.0,0.4,4,7.9,194,0.0,0.0,71,12.334
29,11,1989,-32.0,-35.0,-33.7,0,0.0,0.0,0,5.2,98,0.0,0.0,3,12.417
30,11,1989,-30.7,-36.2,-34.6,0,0.0,0.0,0,6.0,19,0.0,0.0,71,12.499
1,12,1989,-21.8,-30.0,-25.7,0,0.0,1.6,10,12.7,234,0.0,0.0,71,12.597
2,12,1989,-23.5,-29.5,-26.7,0,0.0,0.0,0,2.7,41,0.0,0.0,3,12.705
3,12,1989,-22.9,-24.8,-23.7,0,0.0,0.0,0,0.8,222,0.0,0.0,3,12.85
4,12,1989,-24.8,-28.8,-27.5,0,0.0,0.0,0,1.1,4,0.0,0.0,3,12.988
5,12,1989,-25.8,-28.6,-26.9,0,0.0,0.0,0,1.0,47,0.0,0.0,3,13.01
6,12,1989,-26.3,-27.3,-26.9,0,0.0,0.0,0,0.5,23,0.0,0.0,3,13.018
7,12,1989,-26.6,-28.6,-27.9,0,0.0,0.0,0,1.5,33,0.0,0.0,3,13.059
8,12,1989,-26.1,-28.0,-26.9,0,0.0,0.0,0,1.5,46,0.0,0.0,3,13.083
9,12,1989,-26.7,-28.2,-27.7,0,0.0,0.0,0,2.5,63,0.0,0.0,3,13.186
10,12,1989,-27.4,-29.0,-28.4,0,0.0,0.0,0,1.6,43,0.0,0.0,3,13.173
11,12,1989,-23.1,-27.0,-24.7,0,0.0,0.0,0,1.1,123,0.0,0.0,3,13.255
12,12,1989,-24.3,-26.3,-25.4,0,0.0,0.0,0,1.3,126,0.0,0.0,3,13.323
13,12,1989,-25.6,-27.3,-26.6,0,0.0,0.0,0,1.1,61,0.0,0.0,3,13.292
14,12,1989,-25.8,-27.5,-26.9,0,0.0,0.0,0,0.8,88,0.0,0.0,3,13.32
15,12,1989,-27.4,-28.4,-27.7,0,0.0,0.0,0,1.3,36,0.0,0.0,2,13.335
16,12,1989,-25.5,-28.4,-27.0,0,0.0,0.0,0,1.3,37,0.0,0.0,3,13.284
17,12,1989,-24.2,-25.5,-24.8,0,0.0,0.0,0,0.8,286,0.0,0.0,3,13.337
18,12,1989,-24.9,-29.5,-27.6,0,0.0,0.0,0,1.6,131,0.0,0.0,3,13.468
19,12,1989,-29.6,-31.5,-30.9,0,0.0,0.0,0,1.3,51,0.0,0.0,3,13.521
20,12,1989,-31.2,-32.2,-31.7,0,0.0,0.0,0,1.5,108,0.0,0.0,3,13.555
21,12,1989,-29.0,-31.4,-30.3,0,0.0,0.0,0,1.5,105,0.0,0.0,3,13.575
22,12,1989,-25.7,-31.2,-29.3,0,0.0,1.0,6,4.1,105,0.0,0.0,71,13.564
23,12,1989,-14.4,-25.3,-19.6,0,0.0,2.8,11,2.9,203,0.0,0.0,73,13.655
24,12,1989,-14.2,-19.0,-15.2,0,0.0,0.5,4,6.2,259,0.0,0.0,71,13.746
25,12,1989,-20.2,-25.0,-23.3,0,0.0,0.0,0,4.8,269,0.0,0.0,3,13.758
26,12,1989,-21.0,-27.2,-25.2,0,0.0,0.0,0,2.2,182,0.0,0.0,71,13.771
27,12,1989,-10.7,-20.0,-15.2,0,0.0,2.1,13,2.0,241,0.0,0.0,73,13.768
28,12,1989,-10.2,-17.5,-13.4,0,0.0,0.1,1,2.9,70,0.0,0.0,71,13.889
29,12,1989,-18.0,-23.1,-20.7,0,0.0,0.0,0,2.5,61,0.0,0.0,3,13.88
30,12,1989,-23.3,-25.0,-24.4,0,0.0,0.0,0,2.1,42,0.0,0.0,3,13.927
31,12,1989,-25.1,-27.9,-26.7,0,0.0,0.0,0,2.3,43,0.0,0.0,3,14.099
1,1,1990,-27.2,-27.9,-27.5,0,0.0,0.0,0,2.3,41,0.0,0.0,3,14.319
2,1,1990,-24.3,-27.4,-25.7,0,0.0,0.0,0,2.6,20,0.0,0.0,3,14.384
3,1,1990,-23.1,-25.4,-24.4,0,0.0,0.0,0,3.1,31,0.0,0.0,3,14.283
4,1,1990,-25.3,-26.4,-25.7,0,0.0,0.0,0,3.1,30,0.0,0.0,3,14.321
5,1,1990,-24.3,-26.3,-25.3,0,0.0,0.0,0,1.8,22,0.0,0.0,3,14.303
6,1,1990,-19.8,-24.5,-22.4,0,0.0,0.0,0,1.1,266,0.0,0.0,3,14.407
7,1,1990,-9.0,-19.6,-15.0,0,0.0,0.6,4,2.3,205,0.0,0.0,71,14.497
8,1,1990,-7.4,-12.4,-10.3,0,0.0,0.8,7,7.8,222,0.0,0.0,71,14.54
9,1,1990,-4.4,-7.8,-6.0,0,0.0,2.1,14,9.1,264,0.0,0.0,71,14.623
10,1,1990,-5.2,-17.4,-11.5,0,0.0,0.8,5,4.1,224,0.0,0.0,71,14.663
11,1,1990,-17.5,-21.1,-19.1,0,0.0,0.0,0,1.3,175,0.0,0.0,3,14.66
12,1,1990,-21.4,-23.1,-22.4,0,0.0,0.0,0,1.1,202,0.0,0.0,3,14.716
13,1,1990,-22.9,-23.9,-23.3,0,0.0,0.0,0,2.6,138,0.0,0.0,3,14.685
14,1,1990,-22.2,-24.4,-23.6,0,0.0,0.0,0,1.4,43,0.0,0.0,3,14.74
15,1,1990,-14.3,-21.8,-16.6,0,0.0,0.0,0,1.8,305,0.0,0.0,71,14.728
16,1,1990,-13.1,-16.1,-14.0,0,0.0,0.0,0,1.8,87,0.0,0.0,3,14.671
17,1,1990,-15.6,-16.6,-16.1,0,0.0,0.0,0,4.3,60,0.0,0.0,3,14.741
18,1,1990,-10.9,-16.7,-14.2,0,0.0,2.2,10,15.0,296,0.0,0.0,73,14.899
19,1,1990,-12.0,-15.4,-14.1,0,0.0,0.0,0,6.2,117,0.0,0.0,3,14.959
20,1,1990,-11.8,-14.9,-13.9,0,0.0,0.1,1,1.3,331,0.0,0.0,71,15.004
21,1,1990,-7.7,-11.6,-10.1,0,0.0,0.6,6,3.4,187,0.0,0.0,71,14.977
22,1,1990,-4.8,-7.6,-6.6,0,0.0,0.9,7,4.9,222,0.0,0.0,71,15.018
23,1,1990,-4.8,-7.1,-5.9,0,0.0,0.0,0,2.6,156,0.0,0.0,71,15.023
24,1,1990,-5.3,-9.1,-6.9,0,0.0,0.1,1,3.3,120,0.0,0.0,71,14.983
25,1,1990,-7.3,-11.6,-9.6,0,0.0,1.0,9,12.4,187,0.0,0.0,71,15.021
26,1,1990,-8.1,-15.8,-12.8,0,0.0,0.0,0,1.8,90,0.0,0.0,71,15.194
27,1,1990,-15.9,-17.8,-16.4,0,0.0,0.0,0,3.3,75,0.0,0.0,3,15.074
28,1,1990,-18.0,-18.7,-18.4,0,0.0,0.0,0,1.8,61,0.0,0.0,3,15.083
29,1,1990,-18.8,-20.4,-19.5,0,0.0,0.0,0,1.3,30,0.0,0.0,3,15.17
30,1,1990,-20.6,-26.1,-24.0,0,0.0,0.0,0,1.8,15,0.0,0.0,3,15.257
31,1,1990,-24.5,-26.4,-25.7,0,0.0,0.0,0,1.9,25,0.0,0.0,3,15.318
1,2,1990,-22.2,-24.5,-23.3,0,0.0,0.0,0,1.5,18,0.0,0.0,3,15.351
2,2,1990,-18.8,-22.4,-21.1,0,0.0,0.2,2,2.5,37,0.0,0.0,71,15.39
