day,month,year,max_temp,min_temp,mean_temp,day_duration,sun_duration,precip_sum,precip_hours,wind_speed,wind_direction,radiation,eva,weather,sea_ice_extent
18,12,2012,-21.1,-22.9,-22.2,0,0.0,0.0,0,2.4,352,0.0,0.0,3,12.184
19,12,2012,-22.4,-29.2,-26.8,0,0.0,0.0,0,2.7,50,0.0,0.0,3,12.206
20,12,2012,-27.5,-29.0,-28.3,0,0.0,0.0,0,2.7,34,0.0,0.0,3,12.218
21,12,2012,-24.6,-27.5,-26.2,0,0.0,0.0,0,1.3,53,0.0,0.0,3,12.249
22,12,2012,-24.4,-30.8,-27.5,0,0.0,0.0,0,1.5,38,0.0,0.0,3,12.274
23,12,2012,-21.5,-31.0,-25.6,0,0.0,1.1,5,1.8,9,0.0,0.0,73,12.301
24,12,2012,-20.4,-23.9,-22.1,0,0.0,0.0,0,9.0,232,0.0,0.0,3,12.607
25,12,2012,-22.5,-25.0,-23.8,0,0.0,0.0,0,3.6,116,0.0,0.0,3,12.609
26,12,2012,-23.2,-25.2,-24.4,0,0.0,0.0,0,2.3,160,0.0,0.0,3,12.62
27,12,2012,-20.7,-23.3,-21.9,0,0.0,0.0,0,2.6,202,0.0,0.0,3,12.669
28,12,2012,-19.5,-22.1,-20.1,0,0.0,0.0,0,9.7,240,0.0,0.0,71,12.834
29,12,2012,-22.3,-26.5,-24.4,0,0.0,0.0,0,6.6,221,0.0,0.0,3,12.926
30,12,2012,-16.5,-26.0,-19.7,0,0.0,0.0,0,1.9,236,0.0,0.0,71,12.931
31,12,2012,-8.2,-18.5,-14.2,0,0.0,3.0,16,12.1,199,0.0,0.0,73,12.902
1,1,2013,-10.8,-12.6,-11.7,0,0.0,0.0,0,7.4,229,0.0,0.0,71,12.959
2,1,2013,-11.6,-18.8,-16.2,0,0.0,0.0,0,2.3,133,0.0,0.0,3,12.961
3,1,2013,-19.0,-22.2,-20.6,0,0.0,0.0,0,2.6,80,0.0,0.0,3,13.012
4,1,2013,-22.1,-23.2,-22.8,0,0.0,0.0,0,1.5,69,0.0,0.0,3,13.045
5,1,2013,-17.5,-22.5,-20.5,0,0.0,0.0,0,2.3,51,0.0,0.0,3,13.065
6,1,2013,-13.6,-17.4,-16.1,0,0.0,0.1,1,5.3,41,0.0,0.0,71,13.126
7,1,2013,-11.9,-14.2,-12.9,0,0.0,3.9,21,2.6,86,0.0,0.0,73,13.202
8,1,2013,-13.1,-15.0,-14.1,0,0.0,2.2,15,4.1,82,0.0,0.0,71,13.194
9,1,2013,-15.0,-20.1,-17.3,0,0.0,2.1,14,1.8,171,0.0,0.0,71,13.287
10,1,2013,-20.4,-25.5,-24.1,0,0.0,0.0,0,2.3,94,0.0,0.0,71,13.404
11,1,2013,-22.2,-24.5,-23.6,0,0.0,0.0,0,2.9,106,0.0,0.0,3,13.474
12,1,2013,-21.2,-23.9,-22.8,0,0.0,0.0,0,2.7,110,0.0,0.0,3,13.559
13,1,2013,-23.5,-25.0,-24.4,0,0.0,0.0,0,2.3,115,0.0,0.0,3,13.609
14,1,2013,-24.2,-25.3,-24.7,0,0.0,0.0,0,1.5,129,0.0,0.0,3,13.625
15,1,2013,-23.0,-25.2,-24.3,0,0.0,0.0,0,1.3,175,0.0,0.0,3,13.733
16,1,2013,-23.7,-26.6,-25.4,0,0.0,0.0,0,1.8,53,0.0,0.0,3,13.823
17,1,2013,-24.8,-26.6,-25.8,0,0.0,0.0,0,1.3,61,0.0,0.0,3,13.912
18,1,2013,-24.9,-27.1,-26.0,0,0.0,0.0,0,1.8,35,0.0,0.0,3,13.88
19,1,2013,-27.2,-28.0,-27.6,0,0.0,0.0,0,2.9,27,0.0,0.0,3,13.971
20,1,2013,-27.5,-29.0,-28.4,0,0.0,0.0,0,2.3,35,0.0,0.0,3,14.012
21,1,2013,-28.7,-29.9,-29.2,0,0.0,0.0,0,1.3,64,0.0,0.0,2,14.032
22,1,2013,-25.9,-30.0,-28.4,0,0.0,0.0,0,1.6,71,0.0,0.0,3,13.981
23,1,2013,-24.8,-28.0,-26.9,0,0.0,0.0,0,1.9,92,0.0,0.0,3,14.015
24,1,2013,-24.2,-27.1,-25.4,0,0.0,0.0,0,4.0,66,0.0,0.0,2,14.082
25,1,2013,-26.9,-27.8,-27.3,0,0.0,0.0,0,2.1,63,0.0,0.0,3,14.222
26,1,2013,-27.3,-28.8,-27.8,0,0.0,0.0,0,1.3,45,0.0,0.0,3,14.204
27,1,2013,-27.7,-29.5,-28.8,0,0.0,0.0,0,1.9,61,0.0,0.0,3,14.243
28,1,2013,-27.1,-29.0,-27.9,0,0.0,0.0,0,0.8,69,0.0,0.0,3,14.285
29,1,2013,-29.0,-30.1,-29.8,0,0.0,0.0,0,1.0,49,0.0,0.0,3,14.312
30,1,2013,-29.4,-30.0,-29.7,0,0.0,0.0,0,1.0,54,0.0,0.0,3,14.281
31,1,2013,-29.5,-30.4,-29.8,0,0.0,0.0,0,1.1,56,0.0,0.0,2,14.272
1,2,2013,-28.3,-30.9,-30.0,0,0.0,0.0,0,1.1,51,0.0,0.0,3,14.378
2,2,2013,-28.1,-28.8,-28.5,0,0.0,0.0,0,1.0,21,0.0,0.0,3,14.335
3,2,2013,-26.8,-28.5,-27.7,0,0.0,0.0,0,1.0,45,0.0,0.0,3,14.411
4,2,2013,-20.0,-26.6,-23.2,0,0.0,0.1,1,1.6,270,0.0,0.0,71,14.484
5,2,2013,-23.4,-28.1,-26.4,0,0.0,0.0,0,1.8,156,0.0,0.0,3,14.405
6,2,2013,-28.4,-30.7,-30.0,0,0.0,0.0,0,1.6,73,0.0,0.0,3,14.37
7,2,2013,-18.2,-29.1,-22.5,0,0.0,0.0,0,1.5,4,0.0,0.0,71,14.467
8,2,2013,-15.9,-25.4,-18.7,0,0.0,0.0,0,4.7,169,0.0,0.0,71,14.592
9,2,2013,-25.2,-26.5,-25.9,0,0.0,0.0,0,3.3,230,0.0,0.0,3,14.625
10,2,2013,-26.8,-28.4,-27.8,0,0.0,0.0,0,1.1,281,0.0,0.0,3,14.614
11,2,2013,-27.5,-29.2,-28.3,0,0.0,0.0,0,0.8,354,0.0,0.0,3,14.611
12,2,2013,-29.1,-31.3,-30.3,0,0.0,0.0,0,1.6,33,0.0,0.0,3,14.697
13,2,2013,-27.0,-31.3,-29.8,0,0.0,0.4,4,1.8,146,0.0,0.0,71,14.729
14,2,2013,-26.9,-31.4,-29.2,0,0.0,0.0,0,1.5,196,0.0,0.0,71,14.764
15,2,2013,-31.1,-33.5,-32.3,0,0.0,0.0,0,1.3,101,0.0,0.0,3,14.771
16,2,2013,-31.2,-33.5,-32.0,0,0.0,0.0,0,3.6,276,0.0,0.0,3,14.816
17,2,2013,-31.5,-32.8,-32.0,0,0.0,0.0,0,1.1,93,0.0,0.0,3,14.918
18,2,2013,-31.4,-33.5,-32.3,0,0.0,0.0,0,1.3,270,0.0,0.0,3,14.833
19,2,2013,-31.0,-35.1,-33.1,0,0.0,0.0,0,2.9,263,0.0,0.0,3,14.802
20,2,2013,-33.0,-35.1,-34.0,0,0.0,0.0,0,1.1,55,0.0,0.0,3,14.798
21,2,2013,-33.8,-35.3,-34.6,0,0.0,0.0,0,1.1,53,0.0,0.0,3,14.828
22,2,2013,-25.7,-33.3,-28.5,0,0.0,0.0,0,1.6,115,0.0,0.0,3,14.8
23,2,2013,-27.2,-31.4,-30.4,0,0.0,0.0,0,1.8,76,0.0,0.0,3,14.82
24,2,2013,-29.4,-31.5,-30.3,0,0.0,0.0,0,1.3,93,0.0,0.0,3,14.987
25,2,2013,-28.8,-30.5,-29.7,0,0.0,0.0,0,1.9,90,0.0,0.0,3,15.086
26,2,2013,-28.4,-30.0,-29.3,0,0.0,0.0,0,1.9,190,0.0,0.0,3,15.11
27,2,2013,-30.1,-34.2,-32.3,0,0.0,0.0,0,1.8,68,0.0,0.0,3,15.09
28,2,2013,-32.8,-34.6,-34.0,0,0.0,0.0,0,2.9,75,0.0,0.0,3,15.118
1,3,2013,-30.2,-32.7,-31.2,0,0.0,0.0,0,1.1,312,0.0,0.0,3,15.144
2,3,2013,-27.0,-30.8,-28.5,0,0.0,0.0,0,1.5,37,0.0,0.0,3,15.088
3,3,2013,-25.5,-27.9,-26.6,0,0.0,0.0,0,1.0,58,0.0,0.0,3,15.003
4,3,2013,-25.9,-27.8,-26.5,0,0.0,0.0,0,1.5,76,0.0,0.0,3,14.999
5,3,2013,-25.1,-27.5,-26.6,0,0.0,0.0,0,2.3,72,0.0,0.0,3,15.001
6,3,2013,-22.9,-24.9,-24.2,0,0.0,0.0,0,2.4,88,0.0,0.0,3,15.0
7,3,2013,-20.5,-22.8,-21.3,0,0.0,0.0,0,1.1,74,0.0,0.0,3,15.055
8,3,2013,-22.0,-26.3,-24.1,0,0.0,0.0,0,1.5,54,0.0,0.0,3,15.075
9,3,2013,-25.5,-26.4,-25.8,0,0.0,0.0,0,2.0,52,0.0,0.0,3,15.089
10,3,2013,-26.3,-28.5,-27.3,0,0.0,0.0,0,2.6,50,0.0,0.0,3,15.067
11,3,2013,-24.2,-28.5,-27.1,0,0.0,0.0,0,3.1,53,0.0,0.0,3,15.172
12,3,2013,-24.0,-25.8,-25.0,0,0.0,0.0,0,0.8,84,0.0,0.0,3,15.151
13,3,2013,-20.1,-24.9,-22.5,0,0.0,2.7,10,2.6,261,0.0,0.0,73,15.181
14,3,2013,-18.4,-24.0,-21.1,0,0.0,1.0,4,5.4,284,0.0,0.0,73,15.196
15,3,2013,-22.0,-25.6,-23.9,0,0.0,1.6,6,3.1,196,0.0,0.0,73,15.136
16,3,2013,-22.4,-26.0,-25.1,0,0.0,0.0,0,1.6,47,0.0,0.0,3,15.129
17,3,2013,-23.1,-26.4,-25.3,0,0.0,0.0,0,0.8,87,0.0,0.0,3,15.137
18,3,2013,-19.2,-22.6,-20.9,86400,0.0,0.0,0,2.7,68,0.0,0.0,3,15.09
19,3,2013,-18.0,-19.4,-18.9,86400,0.0,0.0,0,2.5,67,0.0,0.0,3,15.119
20,3,2013,-16.5,-19.9,-17.6,86400,0.0,0.0,0,1.6,58,0.05,0.01,2,15.037
21,3,2013,-16.8,-20.0,-18.6,86400,1366.57,0.0,0,2.2,50,0.26,0.0,3,15.013
22,3,2013,-18.9,-22.5,-21.0,86400,9458.16,0.0,0,1.8,174,0.55,0.0,3,14.97
23,3,2013,-22.8,-26.9,-25.2,86400,38465.9,0.0,0,1.6,81,0.89,0.0,3,14.924
24,3,2013,-26.8,-27.9,-27.0,86400,41791.34,0.0,0,1.1,173,1.21,0.0,3,14.866
25,3,2013,-27.0,-28.6,-28.0,86400,45158.12,0.0,0,1.3,56,1.58,0.0,3,14.884
26,3,2013,-25.6,-27.0,-26.2,86400,23279.61,0.0,0,1.6,153,1.86,0.0,3,14.962
27,3,2013,-25.9,-26.7,-26.2,86400,14324.15,0.0,0,1.1,335,2.22,0.0,3,14.935
28,3,2013,-25.0,-26.0,-25.3,86400,5442.22,0.0,0,2.2,272,2.4,0.02,3,14.902
29,3,2013,-22.1,-25.3,-23.2,86400,265.32,0.0,0,2.4,227,2.67,0.02,71,14.948
30,3,2013,-22.8,-24.1,-23.6,86400,23502.1,0.0,0,2.9,87,3.21,0.03,3,14.889
31,3,2013,-20.6,-24.2,-22.3,86400,30596.58,0.0,0,2.2,113,3.68,0.03,3,14.831
1,4,2013,-14.9,-20.2,-16.3,86400,9342.07,0.0,0,0.8,172,3.54,0.06,3,14.787
2,4,2013,-14.9,-16.7,-15.9,86400,490.67,0.0,0,0.8,150,3.87,0.07,3,14.768
3,4,2013,-16.9,-21.6,-19.8,86400,52587.57,0.0,0,2.1,45,4.99,0.08,3,14.722
4,4,2013,-20.0,-22.0,-21.1,86400,35627.41,0.0,0,0.8,51,5.41,0.07,3,14.647
5,4,2013,-19.3,-22.1,-20.2,86400,30969.03,0.0,0,1.1,90,5.53,0.09,3,14.616
6,4,2013,-21.0,-22.2,-21.4,86400,76955.98,0.0,0,2.4,90,6.74,0.1,3,14.743
7,4,2013,-20.3,-22.1,-21.5,86400,65608.19,0.0,0,1.5,88,7.11,0.11,3,14.673
8,4,2013,-19.3,-21.6,-20.2,86400,35913.13,0.0,0,1.5,152,6.57,0.13,3,14.623
9,4,2013,-21.1,-22.1,-21.4,86400,70426.28,0.0,0,2.8,72,8.03,0.14,3,14.622
10,4,2013,-22.4,-24.4,-23.4,86400,82896.34,0.0,0,2.4,66,9.77,0.14,3,14.593
11,4,2013,-24.4,-25.1,-24.8,86400,82912.83,0.0,0,1.3,22,10.62,0.14,3,14.576
12,4,2013,-19.8,-24.9,-22.5,86400,68645.61,0.0,0,1.4,10,9.6,0.17,3,14.542
13,4,2013,-15.7,-19.6,-17.1,86400,970.78,1.7000000000000002,7,2.1,242,7.98,0.22,73,14.497
14,4,2013,-15.9,-19.0,-17.6,86400,75709.18,0.0,0,3.6,262,10.51,0.26,3,14.397
15,4,2013,-16.4,-18.9,-17.3,86400,26225.74,0.0,0,1.1,131,9.85,0.27,3,14.346
16,4,2013,-14.3,-16.5,-15.0,86400,29485.23,0.0,0,1.5,25,9.84,0.32,3,14.345
17,4,2013,-14.5,-15.6,-14.9,86400,16701.59,0.0,0,1.8,24,10.07,0.33,3,14.245
18,4,2013,-14.5,-15.2,-14.8,86400,49080.84,0.0,0,2.2,358,10.82,0.36,3,14.164
19,4,2013,-14.9,-16.5,-15.5,86400,65565.39,0.0,0,1.5,276,12.01,0.38,71,14.181
20,4,2013,-16.6,-17.8,-17.3,86400,45269.57,0.0,0,2.0,250,11.85,0.35,3,14.124
21,4,2013,-16.5,-19.2,-17.8,86400,55952.84,0.0,0,2.9,231,13.11,0.37,3,14.123
22,4,2013,-11.8,-19.1,-15.6,86400,48030.5,0.5,3,1.8,252,12.79,0.42,71,14.054
23,4,2013,-9.2,-11.5,-10.3,86400,0.0,0.8,5,8.1,216,10.89,0.47,71,14.065
24,4,2013,-11.6,-13.7,-12.9,86400,375.16,1.1,8,4.3,225,11.23,0.46,71,13.988
25,4,2013,-6.4,-13.6,-10.4,86400,0.0,3.8,19,15.3,227,10.75,0.48,73,13.897
26,4,2013,-2.3,-6.4,-3.8,86400,0.0,4.6,15,13.2,221,10.17,0.65,73,13.784
27,4,2013,-4.3,-7.5,-6.6,86400,10275.05,0.0,0,4.3,65,12.41,0.71,3,13.793
28,4,2013,-4.7,-7.7,-6.3,86400,9083.31,0.4,4,16.1,243,12.01,0.67,71,13.744
29,4,2013,-4.8,-7.0,-5.6,86400,894.35,0.0,0,3.4,132,13.22,0.8,3,13.683
30,4,2013,-7.2,-7.8,-7.5,86400,3277.61,0.0,0,1.5,117,13.78,0.77,3,13.62
1,5,2013,-7.1,-10.0,-8.9,86400,874.36,0.0,0,4.5,76,13.69,0.71,3,13.477
2,5,2013,-6.5,-7.7,-7.0,86400,4506.24,0.0,0,3.6,59,13.89,0.8200000000000001,3,13.478
3,5,2013,-6.2,-8.6,-7.3,86400,9158.4,0.0,0,1.6,64,14.72,0.86,3,13.422
4,5,2013,-8.1,-8.9,-8.6,86400,24123.5,0.0,0,1.8,44,15.94,0.87,3,13.435
5,5,2013,-8.9,-9.8,-9.2,86400,71966.4,0.0,0,2.6,69,18.23,0.92,3,13.349
6,5,2013,-9.8,-10.4,-10.1,86400,83182.66,0.0,0,2.3,192,20.38,0.96,3,13.353
7,5,2013,-10.2,-10.9,-10.6,86400,81917.12,0.0,0,2.0,3,20.71,0.98,3,13.373
8,5,2013,-9.5,-11.1,-10.6,86400,79139.48,0.0,0,1.1,285,22.1,1.05,3,13.304
9,5,2013,-7.4,-9.7,-8.6,86400,34811.26,0.0,0,3.4,139,18.17,0.99,3,13.299
10,5,2013,-7.8,-8.8,-8.3,86400,44417.29,0.0,0,6.6,186,18.77,0.98,3,13.244
11,5,2013,-7.6,-8.6,-8.0,86400,46786.88,0.0,0,3.4,251,19.08,1.04,71,13.219
12,5,2013,-8.1,-12.9,-10.4,86400,42968.82,0.0,0,2.3,169,19.29,0.97,3,13.189
13,5,2013,-12.9,-13.6,-13.3,86400,22563.97,0.0,0,1.1,100,19.85,0.86,3,13.137
14,5,2013,-12.3,-13.4,-13.0,86400,43636.12,0.0,0,0.8,260,20.61,0.91,3,13.145
15,5,2013,-8.5,-12.1,-10.5,86400,60433.51,0.1,1,3.1,240,21.72,1.07,71,13.077
16,5,2013,-10.4,-12.8,-12.1,86400,65246.8,0.0,0,2.7,99,22.86,1.04,3,13.047
17,5,2013,-8.8,-12.8,-11.7,86400,49293.88,0.0,0,1.5,51,23.11,1.08,3,12.963
18,5,2013,-5.2,-8.5,-7.2,86400,41093.59,0.0,0,3.2,252,20.7,1.23,3,12.901
19,5,2013,-5.1,-6.2,-5.4,86400,75649.98,0.0,0,1.3,50,22.77,1.48,71,12.872
20,5,2013,-6.4,-8.4,-7.8,86400,53432.09,0.0,0,1.5,70,21.37,1.26,3,12.833
21,5,2013,-6.8,-8.3,-7.6,86400,54167.73,0.0,0,3.3,231,22.8,1.33,71,12.799
22,5,2013,-5.4,-8.1,-7.5,86400,42127.37,2.6,10,6.8,259,23.05,1.34,73,12.809
23,5,2013,-7.0,-8.4,-7.8,86400,83175.88,0.0,0,4.5,319,27.72,1.52,71,12.716
24,5,2013,-4.1,-8.0,-6.0,86400,61231.22,0.1,1,4.6,307,24.46,1.52,71,12.721
25,5,2013,-3.0,-5.2,-4.2,86400,2620.48,1.3,8,2.7,280,19.93,1.42,71,12.711
26,5,2013,-2.5,-5.0,-3.6,86400,40040.45,1.1,7,4.2,236,22.25,1.58,73,12.653
27,5,2013,-2.0,-5.3,-3.9,86400,32989.28,2.1,10,2.6,262,22.95,1.61,73,12.556
28,5,2013,-2.7,-5.9,-4.9,86400,70700.52,0.1,1,2.9,336,27.42,1.8,71,12.507
29,5,2013,-4.8,-5.8,-5.3,86400,73312.41,0.0,0,2.6,284,28.7,1.83,71,12.455
30,5,2013,-4.2,-5.3,-5.0,86400,67683.98,0.5,3,3.0,261,25.25,1.6800000000000002,71,12.478
31,5,2013,-2.8,-4.8,-3.8,86400,38701.72,1.6,14,9.6,280,22.77,1.57,71,12.393
1,6,2013,-1.9,-4.7,-3.8,86400,82383.98,0.0,0,3.6,129,28.43,1.97,3,12.24
2,6,2013,-2.0,-2.3,-2.2,86400,83107.2,0.0,0,2.4,233,28.16,2.13,3,12.161
3,6,2013,0.2,-2.0,-0.9,86400,29976.0,1.3,8,4.3,233,20.62,1.64,71,12.159
4,6,2013,0.4,-0.3,0.1,86400,0.0,12.5,21,7.1,241,12.6,1.1,73,12.13
5,6,2013,-0.8,-3.5,-2.0,86400,68632.84,1.4,3,4.2,255,25.96,1.93,73,12.087
6,6,2013,-2.5,-3.7,-3.1,86400,83064.98,0.0,0,3.5,17,29.93,2.15,3,11.959
7,6,2013,-1.7000000000000002,-2.8,-2.4,86400,75253.89,0.3,2,4.5,312,29.97,2.19,71,11.882
8,6,2013,-0.1,-2.7,-1.4,86400,55641.39,1.5,9,2.6,340,24.39,1.95,71,11.862
9,6,2013,0.6000000000000001,-0.2,0.3,86400,3262.24,0.2,2,1.8,266,20.1,1.81,71,11.854
10,6,2013,0.6000000000000001,0.3,0.4,86400,13152.86,0.6,4,1.3,351,20.09,1.82,71,11.768
11,6,2013,0.4,-1.7000000000000002,-0.5,86400,67779.67,1.7000000000000002,9,4.6,242,26.34,2.11,73,11.707
12,6,2013,-0.1,-0.9,-0.6000000000000001,86400,74073.8,2.1,13,3.5,244,27.66,2.24,73,11.619
13,6,2013,0.3,-0.9,-0.5,86400,68424.02,1.9,7,4.4,238,27.87,2.23,73,11.524
14,6,2013,-0.6000000000000001,-1.4,-0.9,86400,82965.65,0.0,0,1.8,156,32.28,2.56,71,11.494
15,6,2013,-0.2,-0.8,-0.4,86400,82952.98,0.0,0,4.1,103,31.5,2.51,2,11.492
16,6,2013,-0.6000000000000001,-1.3,-0.9,86400,48711.87,0.5,3,3.3,65,27.06,2.18,71,11.472
17,6,2013,-0.2,-0.9,-0.5,86400,72436.44,0.7000000000000001,5,2.6,112,29.27,2.37,71,11.387
18,6,2013,0.2,-0.4,-0.0,86400,69509.2,0.0,0,2.0,333,26.9,2.29,3,11.342
19,6,2013,0.2,-0.4,-0.1,86400,10986.34,0.3,3,2.9,202,20.46,1.81,71,11.218
20,6,2013,0.6000000000000001,-0.5,0.2,86400,30714.23,2.2,12,3.5,193,21.11,1.83,73,11.182
21,6,2013,0.9,0.1,0.5,86400,82800.0,0.5,3,7.7,200,28.04,2.3,71,11.114
22,6,2013,0.9,0.6000000000000001,0.7000000000000001,86400,82868.01,0.0,0,2.8,160,29.58,2.5,2,11.078
23,6,2013,0.9,0.6000000000000001,0.8,86400,82855.34,0.0,0,3.3,140,31.65,2.66,3,10.965
24,6,2013,0.7000000000000001,-0.2,0.2,86400,76322.64,0.0,0,3.7,80,27.48,2.24,3,10.834
25,6,2013,0.8,0.1,0.4,86400,79212.98,0.0,0,2.5,10,28.1,2.38,3,10.746
26,6,2013,0.9,0.6000000000000001,0.7000000000000001,86400,78041.33,0.0,0,1.3,135,28.07,2.45,3,10.584
27,6,2013,0.7000000000000001,0.4,0.6000000000000001,86400,26163.07,1.9,10,6.0,238,20.13,1.81,73,10.448
28,6,2013,1.0,0.6000000000000001,0.9,86400,84331.43,0.1,1,5.4,178,29.53,2.5,71,10.293
29,6,2013,1.0,0.6000000000000001,0.8,86400,86377.19,0.0,0,4.3,82,29.23,2.45,71,10.188
30,6,2013,1.0,-0.2,0.6000000000000001,86400,67383.64,0.0,0,2.7,37,23.79,2.09,3,10.015
1,7,2013,0.8,0.2,0.5,86400,25305.49,2.1,8,2.3,135,17.56,1.62,73,9.666
2,7,2013,0.8,0.6000000000000001,0.7000000000000001,86400,62792.69,0.0,0,1.5,64,23.44,2.06,71,9.596
3,7,2013,1.0,0.8,0.9,86400,55389.11,0.0,0,1.1,18,21.64,1.96,3,9.457
4,7,2013,1.1,0.4,0.8,86400,47858.05,0.4,2,1.9,299,20.22,1.85,71,9.306
5,7,2013,0.9,0.6000000000000001,0.8,86400,18137.13,0.3,2,2.2,94,18.44,1.69,71,9.177
6,7,2013,0.9,0.6000000000000001,0.8,86400,30226.56,0.0,0,1.3,165,15.17,1.45,3,9.084
7,7,2013,0.9,0.7000000000000001,0.8,86400,0.0,0.9,6,1.3,207,8.62,0.96,51,8.972
8,7,2013,1.2,0.8,1.0,86400,22072.08,0.4,3,1.1,120,16.63,1.58,51,8.909
9,7,2013,1.2,0.6000000000000001,1.0,86400,54900.17,1.1,5,1.5,77,21.11,1.88,73,8.795
10,7,2013,1.2,0.4,0.8,86400,4890.86,1.3,6,1.8,60,13.44,1.31,73,8.718
11,7,2013,1.1,0.4,0.7000000000000001,86400,995.56,3.2,12,2.6,239,10.89,1.1,71,8.682
12,7,2013,1.2,0.9,1.0,86400,5582.7,0.0,0,2.0,303,15.13,1.44,3,8.386
13,7,2013,1.4,1.1,1.2,86400,40314.33,0.0,0,2.7,9,18.87,1.7000000000000002,3,8.283
14,7,2013,1.3,0.9,1.1,86400,9723.54,0.0,0,2.4,47,14.85,1.43,3,8.262
15,7,2013,1.2,0.3,0.9,86400,2265.77,0.0,0,1.8,96,16.08,1.51,3,8.193
16,7,2013,1.0,0.5,0.7000000000000001,86400,0.0,1.1,5,2.3,205,11.09,1.12,71,8.04
17,7,2013,1.1,0.8,1.0,86400,8182.53,0.0,0,2.6,163,14.19,1.34,3,7.884
18,7,2013,1.1,0.6000000000000001,0.9,86400,0.0,0.1,1,1.5,250,13.8,1.32,71,7.83
19,7,2013,1.0,0.5,0.8,86400,0.0,0.7000000000000001,4,2.1,300,13.07,1.26,71,7.779
20,7,2013,1.2,1.0,1.1,86400,2704.45,0.0,0,0.8,285,14.56,1.39,3,7.711
21,7,2013,1.4,1.1,1.2,86400,5554.76,0.0,0,1.1,195,14.96,1.41,3,7.505
22,7,2013,1.3,0.6000000000000001,0.9,86400,9864.0,0.0,0,2.5,153,15.11,1.36,3,7.412
23,7,2013,1.2,0.5,0.9,86400,583.22,0.0,0,1.8,143,9.85,1.01,3,7.355
24,7,2013,1.2,0.8,0.9,86400,2571.21,0.0,0,2.2,100,13.87,1.27,3,7.354
25,7,2013,1.5,0.6000000000000001,1.0,86400,38314.15,0.0,0,1.5,112,15.9,1.44,3,7.289
26,7,2013,0.8,0.4,0.6000000000000001,86400,12977.08,0.0,0,2.2,242,13.72,1.23,3,7.169
27,7,2013,0.9,0.4,0.7000000000000001,86400,7452.86,0.0,0,1.6,43,13.09,1.2,3,7.195
28,7,2013,0.8,0.3,0.5,86400,0.0,0.7000000000000001,6,1.5,240,10.55,1.02,71,7.038
29,7,2013,0.7000000000000001,0.3,0.6000000000000001,86400,41028.83,0.0,0,1.8,135,15.64,1.37,3,7.03
30,7,2013,0.8,0.2,0.5,86400,22786.76,0.3,2,3.4,172,14.97,1.28,71,7.029
31,7,2013,0.5,-0.1,0.3,86400,58065.47,3.9,9,5.4,242,16.88,1.35,73,6.976
1,8,2013,0.9,0.5,0.7000000000000001,86400,29449.25,0.0,0,1.8,283,14.95,1.3,71,6.904
2,8,2013,0.7000000000000001,0.1,0.5,86400,58773.18,0.0,0,2.1,298,17.58,1.45,3,6.804
3,8,2013,0.6000000000000001,0.1,0.4,86400,55038.34,0.0,0,2.6,234,16.7,1.38,3,6.654
4,8,2013,0.6000000000000001,0.1,0.3,86400,84099.23,0.2,2,2.0,151,17.74,1.41,71,6.613
5,8,2013,0.6000000000000001,0.2,0.4,86400,40007.62,0.3,3,3.0,313,14.4,1.19,71,6.644
6,8,2013,0.4,-0.5,-0.2,86400,65653.97,0.0,0,2.9,16,16.65,1.3,71,6.619
7,8,2013,0.0,-0.9,-0.4,86400,42848.35,3.3,15,5.9,251,13.85,1.1,73,6.505
8,8,2013,0.2,-0.4,-0.1,86400,46565.96,3.1,18,5.4,247,13.29,1.04,71,6.441
9,8,2013,-0.2,-1.8,-1.1,86400,65197.43,0.7000000000000001,4,3.9,289,16.11,1.17,73,6.369
10,8,2013,-0.6000000000000001,-1.8,-1.1,86400,79907.77,0.0,0,2.6,242,17.25,1.21,71,6.325
11,8,2013,-1.1,-1.9,-1.5,86400,60522.41,0.7000000000000001,4,4.7,121,16.13,1.13,71,6.265
12,8,2013,-0.3,-1.8,-1.1,86400,56036.8,2.2,10,9.8,261,14.37,1.0,73,6.21
13,8,2013,-0.4,-1.6,-1.3,86400,59118.12,2.6,8,5.9,342,13.04,0.94,73,6.128
14,8,2013,-0.2,-2.5,-1.5,86400,25368.97,4.6,10,5.0,23,10.23,0.8,73,6.067
15,8,2013,-1.1,-2.6,-1.9,86400,32663.66,5.0,8,7.9,189,10.54,0.78,73,6.032
16,8,2013,-2.3,-3.0,-2.7,86400,56201.79,0.3,2,1.5,32,13.03,0.87,71,5.934
17,8,2013,-1.8,-2.8,-2.3,86400,71400.28,0.0,0,1.8,17,12.91,0.86,71,5.929
18,8,2013,0.6000000000000001,-1.9,0.1,86400,245.06,0.9,5,2.5,243,5.4,0.56,73,5.864
19,8,2013,1.2,0.3,0.6000000000000001,86400,386.13,3.5,9,6.2,189,5.52,0.5700000000000001,73,5.784
20,8,2013,0.1,-2.6,-1.5,86400,60987.66,0.4,2,7.2,92,10.38,0.7000000000000001,71,5.789
21,8,2013,0.7000000000000001,0.2,0.4,86400,0.0,8.8,20,6.0,219,2.9,0.4,73,5.713
22,8,2013,0.9,0.2,0.3,86400,0.0,0.4,3,6.5,240,4.86,0.46,71,5.624
23,8,2013,1.0,-0.8,0.4,86400,0.0,0.0,0,2.6,114,5.41,0.52,3,5.668
24,8,2013,-0.9,-3.1,-2.3,86400,2817.85,0.0,0,4.7,152,7.55,0.56,71,5.611
